id_trabajador;comunidad_autonoma;sector;tipo_jornada;genero;edad;salario_bruto_anual_eur;salario_bruto_mensual_eur
TRAB_01506;Castilla y León;Hostelería;Tiempo parcial;Hombres;60;10500.0;750.0
TRAB_01507;Cataluña;Hostelería;Tiempo parcial;Hombres;47;11307.23;807.66
TRAB_01508;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;49;40585.22;2898.94
TRAB_01509;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;39;17720.39;1265.74
TRAB_01510;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;61;22850.02;1632.14
TRAB_01511;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;29912.38;2136.6
TRAB_01512;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;26;19965.06;1426.08
TRAB_01513;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;35;34346.66;2453.33
TRAB_01514;Galicia;Hostelería;Tiempo parcial;Hombres;22;12455.04;889.65
TRAB_01515;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;32315.59;2308.26
TRAB_01516;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;26211.35;1872.24
TRAB_01517;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;30;48711.76;3479.41
TRAB_01518;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;57;40422.82;2887.34
TRAB_01519;Galicia;Hostelería;Tiempo completo;Hombres;33;12731.41;909.39
TRAB_01520;Cataluña;Hostelería;Tiempo parcial;Hombres;35;11285.53;806.11
TRAB_01521;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;40;14629.41;1044.96
TRAB_01522;Galicia;Hostelería;Tiempo completo;Mujeres;32;14909.99;1065.0
TRAB_01523;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;63;21921.02;1565.79
TRAB_01524;Castilla y León;Información y comunicaciones (Tech);Tiempo parcial;Hombres;27;29609.65;2114.97
TRAB_01525;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;39256.67;2804.05
TRAB_01526;Cataluña;Hostelería;Tiempo completo;Hombres;48;23079.87;1648.56
TRAB_01527;Cataluña;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01528;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;48;35107.9;2507.71
TRAB_01529;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;21673.93;1548.14
TRAB_01530;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;36;33079.53;2362.82
TRAB_01531;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;30548.32;2182.02
TRAB_01532;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;37;31249.32;2232.09
TRAB_01533;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;45717.96;3265.57
TRAB_01534;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;35;10741.13;767.22
TRAB_01535;Andalucía;Hostelería;Tiempo parcial;Mujeres;34;13548.2;967.73
TRAB_01536;Balears, Illes;Hostelería;Tiempo parcial;Mujeres;59;15999.58;1142.83
TRAB_01537;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;42;20072.19;1433.73
TRAB_01538;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;38;24842.7;1774.48
TRAB_01539;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;22;47764.34;3411.74
TRAB_01540;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;48;13432.89;959.49
TRAB_01541;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;24;25162.94;1797.35
TRAB_01542;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;48;37972.82;2712.34
TRAB_01543;Cataluña;Hostelería;Tiempo completo;Mujeres;27;18426.25;1316.16
TRAB_01544;Andalucía;Hostelería;Tiempo parcial;Mujeres;47;10500.0;750.0
TRAB_01545;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Hombres;37;24219.71;1729.98
TRAB_01546;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;30;13519.54;965.68
TRAB_01547;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;48;11263.86;804.56
TRAB_01548;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;23;16027.52;1144.82
TRAB_01549;Galicia;Hostelería;Tiempo completo;Mujeres;61;17346.38;1239.03
TRAB_01550;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;48;12994.26;928.16
TRAB_01551;País Vasco;Hostelería;Tiempo parcial;Hombres;28;10500.0;750.0
TRAB_01552;Andalucía;Hostelería;Tiempo parcial;Mujeres;44;10505.0;750.36
TRAB_01553;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;25;28145.14;2010.37
TRAB_01554;Cataluña;Hostelería;Tiempo completo;Hombres;31;19958.14;1425.58
TRAB_01555;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;28941.29;2067.24
TRAB_01556;País Vasco;Hostelería;Tiempo completo;Hombres;50;17620.59;1258.61
TRAB_01557;País Vasco;Hostelería;Tiempo completo;Mujeres;28;17864.67;1276.05
TRAB_01558;Cataluña;Hostelería;Tiempo parcial;Mujeres;42;12734.05;909.57
TRAB_01559;Cataluña;Hostelería;Tiempo parcial;Mujeres;60;13980.12;998.58
TRAB_01560;Cataluña;Hostelería;Tiempo completo;Mujeres;27;15114.52;1079.61
TRAB_01561;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;62;30291.8;2163.7
TRAB_01562;Galicia;Información y comunicaciones (Tech);Tiempo parcial;Hombres;37;18515.53;1322.54
TRAB_01563;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;42;33993.91;2428.14
TRAB_01564;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;34772.8;2483.77
TRAB_01565;Balears, Illes;Hostelería;Tiempo completo;Hombres;43;17558.35;1254.17
TRAB_01566;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;28;43262.78;3090.2
TRAB_01567;Cataluña;Hostelería;Tiempo completo;Hombres;45;18266.88;1304.78
TRAB_01568;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;57;42506.17;3036.15
TRAB_01569;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;26;14544.83;1038.92
TRAB_01570;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;33;35547.85;2539.13
TRAB_01571;Canarias;Hostelería;Tiempo completo;Hombres;22;14298.66;1021.33
TRAB_01572;Andalucía;Hostelería;Tiempo completo;Mujeres;38;15504.05;1107.43
TRAB_01573;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;44761.63;3197.26
TRAB_01574;Cataluña;Hostelería;Tiempo completo;Hombres;49;19957.54;1425.54
TRAB_01575;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;37565.37;2683.24
TRAB_01576;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;42282.71;3020.19
TRAB_01577;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;39;38952.75;2782.34
TRAB_01578;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;27496.3;1964.02
TRAB_01579;País Vasco;Hostelería;Tiempo parcial;Mujeres;50;10500.0;750.0
TRAB_01580;Galicia;Hostelería;Tiempo parcial;Mujeres;52;11494.99;821.07
TRAB_01581;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;31912.71;2279.48
TRAB_01582;Cataluña;Hostelería;Tiempo completo;Hombres;52;23966.59;1711.9
TRAB_01583;Cataluña;Hostelería;Tiempo parcial;Hombres;51;11798.61;842.76
TRAB_01584;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;45;13480.67;962.9
TRAB_01585;Andalucía;Hostelería;Tiempo parcial;Mujeres;23;10500.0;750.0
TRAB_01586;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;34695.48;2478.25
TRAB_01587;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;55;19855.4;1418.24
TRAB_01588;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;29;19382.23;1384.44
TRAB_01589;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;22;12016.01;858.29
TRAB_01590;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;51;25880.04;1848.57
TRAB_01591;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;37105.52;2650.39
TRAB_01592;Canarias;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;23;24219.03;1729.93
TRAB_01593;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;33661.84;2404.42
TRAB_01594;Galicia;Hostelería;Tiempo completo;Mujeres;23;20499.15;1464.23
TRAB_01595;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;28183.28;2013.09
TRAB_01596;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;45;43545.78;3110.41
TRAB_01597;Balears, Illes;Hostelería;Tiempo completo;Mujeres;23;17349.82;1239.27
TRAB_01598;Cataluña;Hostelería;Tiempo parcial;Hombres;63;10500.0;750.0
TRAB_01599;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;57825.26;4130.38
TRAB_01600;Cataluña;Hostelería;Tiempo completo;Hombres;51;20643.5;1474.54
TRAB_01601;Andalucía;Hostelería;Tiempo completo;Mujeres;25;21281.25;1520.09
TRAB_01602;Andalucía;Hostelería;Tiempo completo;Hombres;24;15289.72;1092.12
TRAB_01603;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;35;53679.57;3834.26
TRAB_01604;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;54;20777.8;1484.13
TRAB_01605;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;35;13542.8;967.34
TRAB_01606;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;61;10500.0;750.0
TRAB_01607;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;28;36795.05;2628.22
TRAB_01608;Andalucía;Hostelería;Tiempo parcial;Mujeres;26;10500.0;750.0
TRAB_01609;Galicia;Hostelería;Tiempo completo;Hombres;57;19138.74;1367.05
TRAB_01610;Galicia;Hostelería;Tiempo parcial;Mujeres;44;10500.0;750.0
TRAB_01611;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;59;12974.38;926.74
TRAB_01612;Galicia;Hostelería;Tiempo completo;Hombres;28;21049.53;1503.54
TRAB_01613;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;24;14592.9;1042.35
TRAB_01614;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;24101.44;1721.53
TRAB_01615;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;32;45194.74;3228.2
TRAB_01616;Canarias;Hostelería;Tiempo completo;Mujeres;55;12583.93;898.85
TRAB_01617;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;31875.48;2276.82
TRAB_01618;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;41;19176.47;1369.75
TRAB_01619;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;30;19386.41;1384.74
TRAB_01620;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;26;45198.44;3228.46
TRAB_01621;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;25;14906.15;1064.72
TRAB_01622;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;57;37048.69;2646.34
TRAB_01623;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;58;23187.86;1656.28
TRAB_01624;Cataluña;Hostelería;Tiempo completo;Mujeres;31;26532.92;1895.21
TRAB_01625;Andalucía;Hostelería;Tiempo parcial;Mujeres;39;10500.0;750.0
TRAB_01626;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;26;52486.17;3749.01
TRAB_01627;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;62;23263.02;1661.64
TRAB_01628;Canarias;Hostelería;Tiempo completo;Mujeres;33;19909.89;1422.13
TRAB_01629;Galicia;Hostelería;Tiempo completo;Mujeres;49;18273.63;1305.26
TRAB_01630;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;35;17895.47;1278.25
TRAB_01631;Cataluña;Hostelería;Tiempo completo;Hombres;54;27693.49;1978.11
TRAB_01632;País Vasco;Hostelería;Tiempo parcial;Hombres;60;11148.09;796.29
TRAB_01633;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;40;15130.23;1080.73
TRAB_01634;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;45;34663.92;2475.99
TRAB_01635;Cataluña;Hostelería;Tiempo completo;Hombres;26;22829.82;1630.7
TRAB_01636;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;33;31591.82;2256.56
TRAB_01637;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;37;32634.37;2331.03
TRAB_01638;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;35;36059.58;2575.68
TRAB_01639;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;37;10500.0;750.0
TRAB_01640;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;55;50269.18;3590.66
TRAB_01641;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;53;28515.87;2036.85
TRAB_01642;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;55;17639.57;1259.97
TRAB_01643;Galicia;Hostelería;Tiempo parcial;Mujeres;54;10500.0;750.0
TRAB_01644;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;35;19534.68;1395.33
TRAB_01645;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;41;16754.07;1196.72
TRAB_01646;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;21354.66;1525.33
TRAB_01647;Cataluña;Hostelería;Tiempo parcial;Hombres;32;12892.4;920.89
TRAB_01648;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;27;23241.04;1660.07
TRAB_01649;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;60;17794.48;1271.03
TRAB_01650;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;62;23847.71;1703.41
TRAB_01651;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;52;31572.57;2255.18
TRAB_01652;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;56;18656.65;1332.62
TRAB_01653;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;56;37012.05;2643.72
TRAB_01654;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;58;10500.0;750.0
TRAB_01655;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;35;35693.63;2549.54
TRAB_01656;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;38;38462.08;2747.29
TRAB_01657;Cataluña;Hostelería;Tiempo completo;Hombres;59;21920.13;1565.72
TRAB_01658;País Vasco;Hostelería;Tiempo parcial;Mujeres;55;10500.0;750.0
TRAB_01659;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;43;40320.53;2880.04
TRAB_01660;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;40;10500.0;750.0
TRAB_01661;Cataluña;Hostelería;Tiempo completo;Hombres;38;18462.7;1318.76
TRAB_01662;País Vasco;Hostelería;Tiempo parcial;Hombres;56;10500.0;750.0
TRAB_01663;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;26;22917.16;1636.94
TRAB_01664;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;12495.89;892.56
TRAB_01665;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;29;36178.41;2584.17
TRAB_01666;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;48408.09;3457.72
TRAB_01667;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;60;18918.51;1351.32
TRAB_01668;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;36;19491.98;1392.28
TRAB_01669;País Vasco;Hostelería;Tiempo completo;Hombres;38;23467.13;1676.22
TRAB_01670;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;35655.85;2546.85
TRAB_01671;Canarias;Hostelería;Tiempo completo;Hombres;57;18233.89;1302.42
TRAB_01672;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;62;40403.22;2885.94
TRAB_01673;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;51;17208.57;1229.18
TRAB_01674;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;53;57003.51;4071.68
TRAB_01675;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01676;Andalucía;Hostelería;Tiempo parcial;Mujeres;49;10500.0;750.0
TRAB_01677;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;62;42942.95;3067.35
TRAB_01678;Andalucía;Hostelería;Tiempo completo;Hombres;26;14159.5;1011.39
TRAB_01679;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;48;33270.82;2376.49
TRAB_01680;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;45;20580.63;1470.05
TRAB_01681;Cataluña;Hostelería;Tiempo completo;Hombres;38;19476.38;1391.17
TRAB_01682;Galicia;Hostelería;Tiempo completo;Mujeres;36;13172.69;940.91
TRAB_01683;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;17373.91;1240.99
TRAB_01684;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;40746.21;2910.44
TRAB_01685;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;53360.13;3811.44
TRAB_01686;Galicia;Hostelería;Tiempo parcial;Hombres;62;10500.0;750.0
TRAB_01687;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;42;41591.97;2970.86
TRAB_01688;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;56;21396.9;1528.35
TRAB_01689;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;29;27158.19;1939.87
TRAB_01690;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Hombres;29;19908.9;1422.06
TRAB_01691;Castilla y León;Hostelería;Tiempo parcial;Mujeres;58;10763.73;768.84
TRAB_01692;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;29;32431.28;2316.52
TRAB_01693;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;22;32817.12;2344.08
TRAB_01694;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;16538.38;1181.31
TRAB_01695;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;38856.67;2775.48
TRAB_01696;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Hombres;58;14651.57;1046.54
TRAB_01697;Galicia;Información y comunicaciones (Tech);Tiempo parcial;Hombres;45;17087.86;1220.56
TRAB_01698;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;32;18041.72;1288.69
TRAB_01699;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;38602.29;2757.31
TRAB_01700;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;62;10500.0;750.0
TRAB_01701;Andalucía;Hostelería;Tiempo parcial;Mujeres;22;10500.0;750.0
TRAB_01702;Andalucía;Hostelería;Tiempo parcial;Mujeres;54;12530.51;895.04
TRAB_01703;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;37909.54;2707.82
TRAB_01704;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;57;32094.91;2292.49
TRAB_01705;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;32;19189.91;1370.71
TRAB_01706;Cataluña;Hostelería;Tiempo parcial;Mujeres;52;11383.97;813.14
TRAB_01707;Cataluña;Hostelería;Tiempo parcial;Hombres;42;10500.0;750.0
TRAB_01708;Cataluña;Hostelería;Tiempo completo;Hombres;54;15086.54;1077.61
TRAB_01709;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;59;26329.56;1880.68
TRAB_01710;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;51;33392.54;2385.18
TRAB_01711;Cataluña;Hostelería;Tiempo completo;Hombres;46;17982.31;1284.45
TRAB_01712;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;18320.96;1308.64
TRAB_01713;Galicia;Hostelería;Tiempo parcial;Mujeres;35;10500.0;750.0
TRAB_01714;Andalucía;Hostelería;Tiempo parcial;Hombres;61;11358.71;811.34
TRAB_01715;Cataluña;Hostelería;Tiempo parcial;Mujeres;61;11577.51;826.97
TRAB_01716;Castilla y León;Hostelería;Tiempo parcial;Mujeres;54;10500.0;750.0
TRAB_01717;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;37;25385.75;1813.27
TRAB_01718;Andalucía;Hostelería;Tiempo completo;Mujeres;56;22616.16;1615.44
TRAB_01719;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;38;35674.7;2548.19
TRAB_01720;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;42;48250.03;3446.43
TRAB_01721;Castilla y León;Hostelería;Tiempo parcial;Mujeres;30;10500.0;750.0
TRAB_01722;Galicia;Hostelería;Tiempo completo;Hombres;61;22992.5;1642.32
TRAB_01723;Andalucía;Hostelería;Tiempo completo;Hombres;55;22316.68;1594.05
TRAB_01724;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;60;18414.7;1315.34
TRAB_01725;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;57;11537.95;824.14
TRAB_01726;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;40746.03;2910.43
TRAB_01727;Cataluña;Hostelería;Tiempo parcial;Mujeres;60;10500.0;750.0
TRAB_01728;Cataluña;Hostelería;Tiempo completo;Mujeres;57;28742.92;2053.07
TRAB_01729;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;55;27726.03;1980.43
TRAB_01730;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Hombres;43;14136.85;1009.77
TRAB_01731;Canarias;Hostelería;Tiempo parcial;Mujeres;51;10500.0;750.0
TRAB_01732;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;58;23668.81;1690.63
TRAB_01733;Canarias;Hostelería;Tiempo parcial;Hombres;61;12199.57;871.4
TRAB_01734;Andalucía;Hostelería;Tiempo parcial;Mujeres;40;10500.0;750.0
TRAB_01735;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;40;10500.0;750.0
TRAB_01736;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;51;30241.09;2160.08
TRAB_01737;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;34;10500.0;750.0
TRAB_01738;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;36;32841.18;2345.8
TRAB_01739;País Vasco;Hostelería;Tiempo completo;Mujeres;25;21608.18;1543.44
TRAB_01740;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;46;26322.61;1880.19
TRAB_01741;Cataluña;Hostelería;Tiempo completo;Mujeres;22;22454.99;1603.93
TRAB_01742;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;48;10500.0;750.0
TRAB_01743;Cataluña;Hostelería;Tiempo completo;Mujeres;24;27006.56;1929.04
TRAB_01744;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;39;18214.86;1301.06
TRAB_01745;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;39;23876.11;1705.44
TRAB_01746;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;22;56284.96;4020.35
TRAB_01747;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;40;29971.44;2140.82
TRAB_01748;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;33;21302.62;1521.62
TRAB_01749;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;40304.32;2878.88
TRAB_01750;Andalucía;Hostelería;Tiempo completo;Hombres;43;20319.94;1451.42
TRAB_01751;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;29;10500.0;750.0
TRAB_01752;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Hombres;52;13190.57;942.18
TRAB_01753;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;58;27260.38;1947.17
TRAB_01754;Galicia;Hostelería;Tiempo completo;Mujeres;58;16616.4;1186.89
TRAB_01755;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;49;24763.43;1768.82
TRAB_01756;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;22;23182.8;1655.91
TRAB_01757;Cataluña;Hostelería;Tiempo completo;Mujeres;35;22973.89;1640.99
TRAB_01758;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;45;34845.13;2488.94
TRAB_01759;Balears, Illes;Información y comunicaciones (Tech);Tiempo parcial;Hombres;35;21694.16;1549.58
TRAB_01760;Canarias;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_01761;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;36;26696.72;1906.91
TRAB_01762;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;62;20719.38;1479.96
TRAB_01763;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;37;12640.39;902.88
TRAB_01764;Andalucía;Hostelería;Tiempo completo;Mujeres;55;18503.99;1321.71
TRAB_01765;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Hombres;36;10587.05;756.22
TRAB_01766;Andalucía;Hostelería;Tiempo completo;Mujeres;23;24143.97;1724.57
TRAB_01767;Cataluña;Hostelería;Tiempo parcial;Hombres;30;10500.0;750.0
TRAB_01768;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;18754.07;1339.58
TRAB_01769;Castilla y León;Hostelería;Tiempo parcial;Hombres;28;10500.0;750.0
TRAB_01770;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;55;22198.28;1585.59
TRAB_01771;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;63;10500.0;750.0
TRAB_01772;Castilla y León;Hostelería;Tiempo completo;Hombres;49;15707.67;1121.98
TRAB_01773;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;55928.12;3994.87
TRAB_01774;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;48;22493.87;1606.7
TRAB_01775;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;35;10500.0;750.0
TRAB_01776;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;34376.49;2455.46
